A-01-01,We have a malfunction.,‘idnaa ‘ajez,عدنا عجز
N-04-12,I need a doctor.,abee duktor,أبي دكتور
N-04-13,Take me to ___.,KhThnee lil ___,خذني للـ ___
N-04-14,I want ___.,abee ___,أبي ___
N-04-15,I want information about ___.,abee ma’loomaat ‘an ___,أبي معلومات عن ___
N-04-16,I want water.,abee maay,أبي ماي
N-04-17,I want food.,abee akil,أبي أكل
N-04-18,I want directions.,abee irshaadaat,أبي إرشادات
N-05-01,Do you speak English?,inta teHchee ingleezee?,إنتَ تحچي إنكليزي؟
N-05-02,Do you have ___?,‘indak ___?,عندك ___؟
N-05-03,Where are the weapons?,wayn il asliHa?,وين الأسلحة؟
N-05-04,Do you have weapons of mass destruction?,‘indak asliHat damaar shaamil?,عندك أسلحة دمار شامل؟
N-05-05,Do you have ammunition?,shaayil ‘etaad?,شايل عتاد؟
N-05-06,How many others?,kam waaHid ba’ad?,كم واحد بعد؟
N-05-07,Do you have water?,‘indak maay?,عندك ماي؟
N-05-08,Where is the hide out?,wayn il maKhbaa?,وين المخبأ؟
N-05-09,What is your job?,shinoo tishtughul?,شنو تشتغل؟
N-05-10,Where are the POWs?,wayn asra al Harub?,وين أسرى الحرب؟
N-05-11,To which cell do you belong?,inta ilyaa jamaa’a tintimee?,إنتَ ليا جماعة تنتمي؟
N-05-12,Do you have an ID card?,‘indak haweeya?,عندك هوية؟
N-05-13,Who are you?,minoo inta?,منو إنتَ؟
N-05-14,Who is the leader?,minoo il qaa-id?,منو القائد؟
N-05-15,Who is the captain?,minoo in naqeeb?,منو النقيب؟
N-05-16,Who is in charge?,minoo il mas-ool?,منو المسؤول؟
N-06-01,Follow our orders!,itba’ awaamirnaa!,إتبع أوامرنا!
N-06-02,Do not resist!,laa tqaawum!,لا تقاوم!
N-06-03,Look forward!,onDhur lil amaam!,إنظر للأمام!
N-06-04,Close your eyes!,saker ‘uyoonak!,سكر عيونك!
N-06-05,Talk!,iHchee!,إحچي!
N-06-06,Silence!,iskit!,إسكت!
N-06-07,Kneel!,irka’!,إركع!
N-06-08,Drink!,ishrab!,إشرب!
N-06-09,Stop!,ogaf!,أوگف!
N-06-10,Turn!,lif!,لف!
N-06-11,Spread out!,tfaraqoo!,تفرقوا!
N-06-13,Keep away!,seer minaa!,سير منا!
N-06-14,Don’t move!,laa titHarak!,لا تتحرك!
N-06-15,Come here!,ta’aal ihna!,تعال هنا!
N-06-16,Get up!,goom!,گوم!
N-06-17,Get down!,inbuTeH!,إنبطح!
N-06-18,Hands up!,irfa’ eedak leefoog!,إرفع إيدك ليفوگ!
N-06-19,Wait!,intaDher!,إنتظر!
N-06-20,Go!,imshee!,إمشِي!
N-06-21,Cross your legs!,rabe’ rijlayk!,ربع رجليك!
N-06-22,Calm down!,ihdaa!,إهدأ!
N-06-23,Don’t look at me!,laa tunDher ‘alaya!,لا تنظر عليّ!
N-07-01,How many others?,kam waaHid ba’ad?,كم واحد بعد؟
N-07-02,1 One,waaHid,واحد
N-07-03,2 Two,thnayn,ثنين
N-07-04,3 Three,thalaatha,ثلاثة
N-07-05,4 Four,arba’a,أربعة
N-07-06,5 Five,Khamsa,خمسة
N-07-07,6 Six,sita,ستة
N-07-08,7 Seven,sab’a,سبعة
N-07-09,8 Eight,thmaanya,ثمانية
N-07-10,9 Nine,tis’a,تسعة
N-07-11,10 Ten,‘ashra,عشرة
N-07-12,11 Eleven,da’ash,دعش
N-07-13,12 Twelve,ithna’ash,إثنعش
N-07-14,13 Thirteen,thalathTa’ash,ثلثطعش
N-07-15,14 Fourteen,arba’Ta’ash,أربعطعش
N-07-16,20 Twenty,‘ishreen,عشرين
N-07-17,30 Thirty,thalaatheen,ثلاثين
N-07-18,40 Forty,arbi’een,أربعين
N-07-19,21 Twenty one,waaHid oo ‘ishreen,واحد وعشرين
N-07-20,22 Twenty two,thnayn oo ‘ishreen,ثنين وعشرين
N-07-21,100 One hundred,meeya,مية
N-07-22,141 One hundred and forty one,meeya oo waaHid oo arba’een,مية واحد وأربعين
N-07-23,200 Two hundred,meetayn,ميتين
N-07-24,250 Two hundred and fifty,meetayn oo Khamseen,ميتين وخمسين
N-07-25,"1,000  One thousand",alef,ألف
N-07-26,"1,400 One thousand four hundred",alef oo arba’meeya,ألف وأربعمية
N-07-27,"2,000  Two thousand",alfayn,ألفين
N-07-28,"2,003 Two thousand and three",alfayn oo thalaatha,ألفين وثلاثة
N-07-29,A thousand rifles,alef bunduqeeya,ألف بندقية
N-07-30,A hundred pistols,emyat imsadas,إمية مسدس
N-07-31,Twenty tanks,‘ishreen dabaaba,عشرين دبابة
N-07-32,Forty cars,arba’een sayaara,أربعين سيارة
N-07-33,One thousand warriors,alef muqaatel,ألف مقاتل
N-07-34,One hundred platoons,emyat faSeela,إمية فصيلة
N-07-35,One hundred soldiers,emyat jundee,إمية جندي
N-07-36,Twenty policemen,‘ishreen shurTee,عشرين شرطي
N-07-37,Forty ships,arba’een baaKhira,أربعين باخرة
N-07-38,Less than,agal min,أگل من
N-07-39,More than,akthar min,أكثر من
N-08-01,Traditional greeting.,asalaamu ‘alaykum,السلام عليكم
N-08-02,Reply to traditional greeting,wa ‘alaykum as salaam,وعليكم السلام
N-08-03,Welcome.,ahlan wa sahlan,أهلًا وسهلًا
N-08-04,Hello.,marHaban,مرحباً
N-08-05,How are you doing?,shlonak?,شلونك؟
N-08-06,How are you?,shlonak?,شلونك؟
N-08-07,What’s up?,sh’aloomak?,شعلومك؟
N-08-08,Traditional reply to “How are you”?,al Hamdu lil laah,الحمد لله
N-08-09,I am fine.,anaa zeyn,أنا زين
N-08-10,Thank you.,shukran,شكراً
N-08-11,Please.,rajaa-an,رجاءً
P-01-01,Please wait for an interpreter.,rajaa-an unTur mutarjim,رجاءً إنطر مترجم
P-01-02,Please turn off your camera.,rajaa-an Sik kamirtak,رجاءً صك كامرتك
P-01-03,Please turn off your recorder.,rajaa-an Sik al musajal maalak,رجاءً صك المسجل مالك
P-01-04,Here is a copy of our ground rules.,hay nisKha min shorooTnaa al-asaasiya,هاي نسخة من شروطنا الأساسية
P-01-05,Sign here if you agree to follow the ground rules.,waqi’ minna iThaa itwaafiq ‘ala mutaaba’at shorooTnaa il-asaasiya,وقع منا إذا توافق على متابعة شروطنا الأساسية
P-01-06,This is not the public affairs office.,haThaa moo maktab al ‘elaqaat al’aama,هذا مو مكتب العلاقات العامة
P-01-07,I am not an official spokesperson.,anaa moo an naaTiq ar rasmee,آنا مو الناطق الرسمي
P-01-08,He does not wish to give an interview.,huwa ma’indo raghba yisawee muqaabala,هو ما عنده رغبة يسوي مقابلة
P-01-09,She does not wish to give an interview.,hiya ma’idhaa raghba itsawee muqaabala,هي ما عدها رغبة تسوي مقابلة
P-01-10,Do not take photos here.,mamnoo’ al taSweer min naa,ممنوع التصوير منا
P-01-11,Do not take videos here.,mamnoo’ al taSweer bil veedyo min naa,ممنوع التصوير بالفيديو منا
P-01-12,Do not take photos of this place.,mamnoo’ taSweer hal makaan,ممنوع تصوير هالمكان
P-01-13,Do not take videos of this place.,mamnoo’ itSawir hal makaan bil veedyo,ممنوع تصور هالمكان بالفيديو
P-01-14,Do not take photos of this piece of equipment.,laa itSawer haaTha il jihaaz,لا تصور هذا الجهاز
P-01-15,Do not take videos of this piece of equipment.,laa itSawer haaTha il jihaaz bil veedyo,لا تصور هذا الجهاز بالفيديو
P-01-16,You cannot enter this area now.,mamnoo’ duKhool hal manTiqa alHeen,ممنوع دخول هالمنطقة الحين
P-01-17,"For security reasons, I cannot address this question.","il-asbaab amniya, maa agdar awajih hal su-aal",الأسباب أمنية، ما أگدر أوجه هالسؤال
P-01-18,I cannot address that question until the investigation is finished.,ma agdar awajih hal su-aal ila an yintihee al taHqeeq,ما أگدر أوجه هالسؤال إلى أن ينتهي التحقيق
P-01-19,We do not discuss personnel or equipment strength with the media.,iHna maa naaqish al quwa il bashariya wo quwat al ajhiza wiya il i’laam,إحنا ما نّاقش القوة البشرية وقوة الأجهزة ويا الإعلام
P-01-20,We do not discuss future operations with the media.,iHna maa naaqish al ‘amaliyaat al mustaqbaliya wiya il i’laam,إحنا ما نّاقش العمليات المستقبلية ويا الإعلام
P-01-21,We do not discuss nuclear operations with the media.,iHna maa naaqish al ‘amaliyaat al nawawiya wiya il i’laam,إحنا ما نّاقش العمليات النووية ويا الإعلام
P-01-22,We do not discuss chemical operations with the media.,iHna maa naaqish il ‘amaliyaat il keemyaawiya wiya il i’laam,إحنا ما نّاقش العمليات الكيمياوية ويا الإعلام
P-01-23,We do not discuss biological operations with the media.,iHna maa naaqish il ‘amaliyaat il bayolojiya wiya il i’laam,إحنا ما نّاقش العمليات البايولوجية ويا الإعلام
P-01-24,We do not have information on this subject.,iHna maa ‘idna ma’loomaat ‘al mawDhoo’,إحنا ما عدنا معلومات عالموضوع
P-01-25,Names cannot be released until victims’ relatives are notified.,al asmaa maa tiDh har Hata inKhabur garaayib al DhaHaaya,الأسماء ما تظهر حتى نخبر گرايب الضحايا
P-02-01,This is the ___ public affairs office.,haThaa huwa ___ maktab al ‘elaaqaat al’aama,هذا هو ___ مكتب العلاقات العامة
P-02-02,This is not the public affairs office.,haThaa moo maktab al ‘elaqaat al’aama,هذا مو مكتب العلاقات العامة
P-02-03,What is your name?,shismak?,شسمك؟
P-02-04,What media organization do you represent?,ay munaDhama i’laamiya itmathil?,أي منظمة إعلامية تمثل؟
P-02-05,Where is your organization based?,wayn markaz al munaDhama maaltak?,وين مركز المنظمة مالتك؟
P-02-06,What is your publication?,shinoo maTboo’ak?,شنو مطبوعك؟
P-02-07,What is your program?,shinoo barnaamajak?,شنو برنامجك؟
P-02-08,What is the subject of this article?,shinoo mawDhoo’ hal maqaala?,شنو موضوع هالمقالة؟
P-02-09,What is your question?,shinoo su-aalak?,شنو سؤالك؟
P-02-10,Could you please ask the question in a different way?,rajaa-an tigdar tis-al su-aalak ib Tareeqa thaaniya?,رجاءً تگدر تسأل سؤالك بطريقة ثانية؟
P-02-11,Could you please use simpler language?,rajaa-an mumkin tista’mil lugha as-hal?,رجاءً ممكن تستعمل لغة أسهل؟
P-02-12,What is your deadline?,shinoo huwa aaKhir maw’id?,شنو هو آخر موعد؟
P-02-13,Tomorrow,baachir,باچر
P-02-14,In two days,beyomayn,بيومين
P-02-15,In three days,theleth ayaam,ثلث أيام
P-02-16,Next week,al-isboo’ al jaay,الإسبوع الجاي
P-02-17,Next month,al shahir al jaay,الشهر الجاي
P-02-18,What is your phone number?,shinoo raqam telefonak?,شنو رقم تِلِفُونك؟
P-02-19,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10","waaHid, ithnayn, tlaatha, arba’a, Khamsa, sita, sab’a, thmaanya, tis’a, ‘ashra",واحد، إثنين، تلاثة، أربعة، خمسة، ستة، سبعة، ثمانية، تسعة، عشرة
P-02-20,Please say one number at a time.,rajaa-an gool raqam ba’ad raqam,رجاءً گول رقم بعد رقم
P-02-21,A press release on that subject is being prepared.,at taqreer aS SaHafee ‘ala Thak il mawDhoo’ HaaDhir,التقرير الصحفي على ذاك الموضوع حاضر
P-02-22,There will be a press conference on that subject.,raH yiSeer mo-tamar SaHafee ‘ala al mawDhoo’,راح يصير مؤتمر صحفي على الموضوع
P-03-01,Wear this badge where it can be seen.,Khali baTaqat il isim ib makaan waaDheH,خلي بطاقة الإسم بمكان واضح
P-03-02,Leave your camera with this person.,Khali kaamirtak wiya hal shaKhis,خلي كامرتك ويا هالشخص
P-03-03,Leave your cell phone with this person.,Khali telefonak al naqal wiya hal shaKhis,خلي تِلِفُونك النقال ويا هالشخص
P-03-04,I am your escort.,anaa il muraafiq maalak,آنا المرافق مالك
P-03-05,He is your escort.,huwa al muraafiq maalak,هو المرافق مالك
P-03-06,She is your escort.,hiya al muraafiqa maaltak,هي المرافقة مالتك
P-03-07,Stay within ___ meters of me at all times.,ibqa Khilaal ___ amtaar minee ibkul il awqaat,إبقى خلال ___ أمتار منّي بكل الأوقات
P-03-08,Follow her,taabi’haa,تابعها
P-03-09,Follow him,taab’a,تابعه
P-03-10,Follow me,taabi’nee,تابعني
P-03-11,Follow them,taabi’hum,تابعهم
P-03-12,You will ride with me in that vehicle.,inta raH teejee wiyaaya ibhal sayaara,إنت راح تجي ويايا بهالسيارة
P-03-13,You will ride with us in this vehicle.,inta raH tiS’ad wiyaana ibhal sayaara,إنت راح تصعد ويانا بهالسيارة
P-03-14,You will ride with him in that vehicle.,inta raH tiS’ad wiyaah ibhay il sayaara,إنت راح تصعد وياه بهاي السيارة
P-03-15,You will ride with her.,inta raH tiS’ad wiyaaha,إنت راح تصعد وياها
P-03-16,You will ride with them.,inta raH tiS’ad wiyaahum,إنت راح تصعد وياهم
P-03-17,Keep your helmet on.,Khali KhooThtak ‘ala raasak,خلي خوذتك على راسك
P-03-18,Keep your seat belt on.,shid al iHzaam,شد الحزام
P-03-19,Keep the window closed.,Khali ash shubaak masdood,خلي الشباك مسدود
P-04-01,I do not wish to give an interview.,anaa maa areed muqaabala,آنا ما أريد مقابلة
P-04-02,He does not wish to give an interview.,huwa maa yereed muqaabala,هو ما يريد مقابلة
P-04-03,She does not wish to give an interview.,hiya maa treed muqaabala,هي ما تريد مقابلة
P-04-04,I am not qualified to answer that question.,anaa moo mo-ahal ajaawib ‘ala Thaak il su-aal,أنا مو مؤهل أجاوب على ذاك السؤال
P-04-05,She is not qualified to answer that question.,hiya moo mo-ahala itjawib ‘ala Thaak al su- aal,هي مو مؤهلة تجاوب على ذاك السؤال
P-04-06,He is not qualified to answer that question.,huwa moo mo-ahal yijaawib ‘ala Thaak is su-aal,هو مو مؤهل يجاوب على ذاك السؤال
P-04-07,He does not want to answer that question.,huwa maa yereed yijaawib ‘ala Thaak is su-aal,هو ما يريد يجاوب على ذاك السؤال
P-04-08,She does not want to answer that question.,hiya maa treed itjaawib ‘ala Thaak al su-aal,هي ما تريد تجاوب على ذاك السؤال
P-04-09,I will not answer this question.,anaa maa raH ajaawib ‘ala has su-aal,آنا ما راح أجاوب على هالسؤال
P-04-10,I have no answer at this time.,anaa maa ‘indee jawaab alHeen,آنا ما عندي جواب الحين
P-04-11,I would like to stop this interview.,anaa areed awaguf hal muqaabala,آنا أريد أوگِف هالمقابلة
P-04-12,She would like to stop this interview.,hiya treed itwaguf hal muqaabala,هي تريد توگِف هالمقابلة
P-04-13,He would like to stop this interview.,huwa yereed yiwaguf hal muqaabala,هو يريد يوگِف هالمقابلة
P-04-14,No comment.,makoo ta’leeq,ماكو تعليق
P-04-15,Can you please ask the question in simpler language?,rajaa-an tigdar tis-al su- aalak iblugha as-hal?,رجاءً تگدر تسأل سؤالك بلغة أسهل؟
P-04-16,This interview is over.,hay il muqaabala intahat,هاي المقابلة إنتهت
P-05-01,___ will be here soon.,___ raH yoSal ba’ad ishwaya,___ راح يوصل بعد شويه
P-05-02,I will call on you to speak.,raH aSeeHak la tHachee,راح أصيحك لتحچي
P-05-03,He will call on you to speak.,raH ySeeHak la tHachee,راح يصيحك لتحچي
P-05-04,She will call on you to speak.,raH itSeeHak la tHachee,راح تصيحك لتحچي
P-05-05,Please ask only one question each time you are called on.,rajaa-an is-al su-aal waaHid kul mara,رجاءً إسأل سؤال واحد كل مرة
P-05-06,You may ask one legitimate follow-up question per turn.,tigdar tis-al su-aal ma’qool lil mutaaba’a kul mara,تگدر تسأل سؤال معقول للمتابعة كل مرة
P-05-07,Please wait for the interpreter to translate your question.,rajaa-an inTur al mutarjim yitarjim su- aalak,رجاءً إنطر للمترجم يترجم سؤالك
P-05-08,Please wait for the interpreter to translate your answer.,rajaa-an inTur al mutarjim yitarjim jawaabak,رجاءً إنطر للمترجم يترجم جوابك
P-05-09,That is a separate question; there may be time to address it later.,haThaa as su-aal muKhtalif: yemkin yiSeer ‘ana waqit ba’dayn Hata tis-al,هذا السؤال مختلف؛ يمكن يصير عنا وقت بعدين حتى تسأل
P-05-10,We ran out of time.,KhalaS al waqit,خلص الوقت
P-05-11,"If he promised you information, be sure to give your contact information to ___.","iThaa wa’adak ibma’loomaat, ibqa bitiSaal wiyaa ___",إبقى إذا وعدك بمعلومات، بإتصال ويا ___
P-05-12,"If she promised you information, be sure to give your contact information to her.","iThaa hiya wa’datak ibma’loomaat, ibqa bitiSaal wiyaaha",إذا هي وعدتك بمعلومات، إبقى بإتصال وياها
P-05-13,"If I promised you information, be sure to give your contact information to me.","iThaa anaa wa’adtak ibma’loomaat, ibqa bitiSaal wiyaaya",إذا آنا وعدتك بمعلومات، إبقى بإتصال ويايا
P-05-14,Another session will take place later today.,jalsa ooKhra raH itSeer ba’dayn,جلسة أخرى راح تصير بعدين
P-05-15,Thanks for your cooperation.,shukran il ta’aawunkum,شكراً لتعاونكم
P-05-16,Thanks for your understanding.,shukran ala tafahumkum,شكراً على تفهمكم
P-06-01,I am not an official spokesperson.,anaa moo naaTiq rasmee,آنا مو ناطق رسمي
P-06-02,Please wait for the public affairs representative.,rajaa-an inTur mumathil maktab al ‘ilaaqaat,رجاءً إنطر ممثل مكتب العلاقات
P-06-03,I can only tell you what I know.,agdar agoolak ilee a’rufo,أگدر أگلك إللي أعرفه
P-06-04,The situation is under control.,al mawqif taHt al sayTara,الموقف تحت السيطرة
P-06-05,We are doing everything we can to restore order.,iHna insawee kul shee Hata inHaafiDh ‘ala il waDhi’,إحنا نسوي كل شي حتى نحافظ على الوضع
P-06-06,We are doing everything we can to protect lives.,iHna insawee kul shee Hata niHmee Hayaat an naas,إحنا نسوي كل شي حتى نحمي حياة الناس
P-06-07,We are doing everything we can to save lives.,iHna insawee kul shee Hata nenquTh Hayaat an naas,إحنا نسوي كل شي حتى ننقذ حياة الناس
P-06-08,There was an incident.,chee fee Haadith,چي في حادث
P-06-09,The incident is under investigation.,il Haadith taHt it taHqeeq,الحادث تحت التحقيق
P-06-10,We are taking this matter very seriously.,iHna maKhTheen il qaDhiya ibjidiya,إحنا ماخذين القضية بجدية
P-06-11,People have been injured.,naas injerHoo,ناس إنجرحو
P-06-12,Civilians have been injured.,madaniyeen injerHoo,مدنيين إنجرحو
P-06-13,Police have been injured.,shurTa injerHoo,شرطة إنجرحو
P-06-14,Service members have been injured.,riyaayeel il Khidmaat injerHoo,رياييل الخدمات إنجرحو
P-06-15,Service members have been killed.,riyaayeel il Khidmaat inqatloo,رياييل الخدمات إنقتلو
P-06-16,People have been killed.,naas maatoo,ناس ماتو
P-06-17,Civilians have been killed.,madaniyeen maatoo,مدنيين ماتو
P-06-18,Names cannot be released until victims’ relatives are notified.,al-asmaa matiDh har Hata inKhabur garaayib al DhaHaaya,الأسماء ما تظهر حتى نخبر گرايب الضحايا
P-06-19,The official spokesman is expected here soon.,an naaTiq ar rasmee raH yeejee ba’ad ishwaya,الناطق الرسمي راح يجي بعد شويه
P-06-20,Appropriate action will be taken.,il-ijraa-aat il laazima raH titeKhiTh,الإجراءات إللازمة راح تتخذ
P-06-21,We take every report of wrongdoing very seriously.,iHna naKhuTh il taqaareer ‘an kul ‘amal ghalaT ib shekil jidee,احنا ناخذ التقارير عن كل عمل غلط بشكل جدي
P-06-22,We have secured the area where the incident occurred.,iHna amana il manTiqa ilee Saar beeha al Haadith,احنا أمّنا المنطقة إللي صار بيها الحادث
P-06-23,I am sorry but you have to wait for the report.,anaa mit-asif laazim tintiDhir al taqreer,آنا متأسف لازم تنتظرالتقرير
