Dialect,ID,English,Transliteration,Arabic,tags
Hassaniya,M-16-04,Do you wear corrective glasses?,ideeR baSaaRaat ishowveh?,أدير بصارات أشوفَ؟,
Hassaniya,M-16-05,Do you wear contact lenses?,ideeR ‘adsaat?,أدير عدساتْ؟,
Hassaniya,M-16-06,Is your vision clear in both eyes?,shawvtak zayneh v ‘ayneek ithintayn?,شوفتك زينه ف عينيك أثنتينْ؟,
Hassaniya,M-16-07,Which eye has a new problem?,ay ‘ayneek veeha moshkeleh izhdeedeh?,أي عينيك فيهَ مشكله جديده؟,
Hassaniya,M-16-08,Do you see my fingers?,itRaa’ee v iSbaa’ee?,أتراعي ف أصباعي؟,
Hassaniya,M-16-09,Are they clear?,waaDhHeen?,واضحينْ؟,
Hassaniya,M-16-10,How many fingers do you see right now?,shaayiv kam min iSbi’ ThaRk?,شايف كم من أصبع ظرك؟,
Hassaniya,M-16-11,I am going to be looking into your eyes with this.,laahee nivHaS ‘ayneek ibhaaTha,لاهِ نفحص عينيك أبهاذَ.,
Hassaniya,M-16-12,Keep your head still.,sakan RaaSak,سكن راصكْ.,
Hassaniya,M-16-13,Look straight ahead and focus on an object.,KhaRaS gidaamak o Rakiz i’la shee waaHid,خرص كٌدامك و ركز أعل شي واحدْ.,
Hassaniya,M-16-14,"While I am looking into your eyes, continue to focus on that object.","lowKhiTht nivHaS ‘ayneek, tem ilaa imRakez i’la Theek iRwaayeh",لوخظت نفحص عينيك، تم ألا أمركز أعلي ذيك الروايَ.,
Hassaniya,M-16-15,I am going to put some drops into your eye.,,,
Hassaniya,M-16-16,I am going to blow a puff of air into your eye.,laahee inboKh lak shee min iR ReeH v ‘ayneek,لاهٍ أنبمخْ لك شي من الريح ف عينيكْ.,
Hassaniya,M-16-17,Hold very still while I remove the foreign body in your eye.,sakan RaaSak o ‘ayneek elayn nagla’ Thee iTaRveh min ‘ayneek,سكن راصك وعينيك إلين نكٌلع ذي أطرفَ من عينكْ.,
Hassaniya,M-17-01,Does this feel normal?,Tha yoozha’?,ذ يوجعْ؟,
Hassaniya,M-17-02,Do this.,‘adel ibThee iSeeveh,عدل بذي أصيفَ.,
Hassaniya,M-17-03,Move your toes.,HaRik iSbi’ ikRaa’ak,حرك صبع أكراعكْ.,
Hassaniya,M-17-04,Do you have numbness or tingling?,Raagid minak iblad wala veek wakleh?,راكٌد منك أبلد وللَ فيك وكله؟,
Hassaniya,M-17-05,Where do you feel the numbness or tingling?,waynhowa bil imnayn Raagid minak o bil imnayn yooklak?,وينهو بل أمنين راكٌد منك وبل أمنين يوكلكْ؟,
Hassaniya,M-17-06,Did the numbness or tingling start today?,Thee iRgaad o Thee il wakleh bad-o i’leek il yoom?,ذي الركٌاد وذي الوكله بدأو أعليك اليوم؟,
Hassaniya,M-17-07,How many days have you had the numbness or tingling?,kam min yoom ‘aad lak tiRgid minak Thee liblaaSeh o itzheek il wakleh?,كم من يوم عاد لك تركٌد منك ذي لبلاصه وأتجيك الوكله؟,
Hassaniya,M-17-08,Do you feel weak?,Haas b inak maa veek il qoweh?,حاس ب أنك مافيك القوه؟,
Hassaniya,M-17-09,Did the weakness start today?,gilit il qoweh bad-it i’leek il yoom?,كٌلتْ القوه بدأت أعليكْ اليوم؟,
Hassaniya,M-17-10,How many days have you had the weakness?,kam min yoom ‘aad lak Haas b gilit il qoweh?,كم من يوم عاد لك حاسْ ب كٌلتْ القوه؟,
Hassaniya,M-18-01,Bend your arm.,ilwee zandak,ألوي زندكْ.,
Hassaniya,M-18-02,Bend your leg.,ilwee Saagak,ألوي صاكٌك.,
Hassaniya,M-18-03,Breathe normally.,itnafas tanafos ‘aadee,أتنفس تنفس عادي.,
Hassaniya,M-18-04,Close your eyes.,ghamaTh ‘ayneek,غمظ عينيكْ.,
Hassaniya,M-18-05,Close your hand.,kamish eydak,كمش أيدكْ.,
Hassaniya,M-18-06,Close your mouth.,igval vomak,أقٌفل فمكْ.,
Hassaniya,M-18-07,Cough.,kiH,كحْ.,
Hassaniya,M-18-08,Cough some phlegm into this cup.,kiH o in’atlee il balgham v Tha il kaas,كح وأنعتلي البلغم ف ذ الكاسْ.,
Hassaniya,M-18-09,Hold this under your tongue.,deeR Tha taHt il saanak,دير ذ تحت ألسانكْ.,
Hassaniya,M-18-10,Hold your breath.,Rid veek invas,ردْ فيك أنفسْ.,
Hassaniya,M-18-12,Lie flat.,itkee i’la ThahRak,أتكي أعل ظهرك.,
Hassaniya,M-18-13,Lie on your abdomen.,itkee i’la kiRshak,أتكي أعل كرشك.,
Hassaniya,M-18-14,Lie on your back.,itkee i’la ThahRak,أتكي أعل ظهركْ.,
Hassaniya,M-18-15,Look at my finger as it moves.,KhaRaS HaRkit Sib’ee,خرص حركة صبعي.,
Hassaniya,M-18-16,Look down.,KhaRaS itaHit,خرص اتحتْ.,
Hassaniya,M-18-17,Look straight.,KhaRaS il gidaam,خرص ألقٌدام.,
Hassaniya,M-18-18,Look up.,KhaRaS il vog,خرص ألفوقٌ.,
Hassaniya,M-18-19,Open.,ivtaH,أفتح.,
Hassaniya,M-18-20,Open your eyes.,Hil ‘ayneek,حل عينيك.,
Hassaniya,M-18-21,Open your hand.,Hil aydak,حل أيدكْ.,
Hassaniya,M-18-22,Open your mouth.,Hil vomak,حل فمكْ.,
Hassaniya,M-18-23,Push here.,intiR hon,أنترْ هون.,
Hassaniya,M-18-24,Sit down.,ig’id itaHt,أقٌعدْ اتحتْ.,
Hassaniya,M-18-25,Sit up.,ig’id il vog,أقٌعد الفوقٌ.,
Hassaniya,M-18-26,Squeeze here.,i’SiR hon,أعصر هون.,
Hassaniya,M-18-27,Stand on the scale.,ogev i’la il meezaan,أوقٌف أعلَ الميزان.,
Hassaniya,M-18-28,Stand up.,ogev il vog,أوقٌف الفوقٌ.,
Hassaniya,M-18-29,Take a deep breath in and out.,itnafas Hateh in nagaR o il gidaam,أتنفس حتَ أنكٌر والقٌدامْ.,
Hassaniya,M-18-30,Touch my finger with this finger.,mis Sib’ee ibSib’ak haaTha,مس صبعي أبصبعك هاذَ.,
Hassaniya,M-18-31,Touch your finger to your nose like this.,deeR Sib’ak i’la iKhnaavRak ibThee iSeeveh,دير صبعك أعل أخنافرك بذي أصيفَ.,
Hassaniya,M-18-32,Turn around.,itgalab i’la iz ziR lawKhaR,أتكٌلبْ أعل الزرْ لوخرْ.,
Hassaniya,M-18-33,Turn onto this side.,itgalab i’la Thee izheeheh,أتكٌلب أعلَ ذي أجيهَ.,
Hassaniya,M-18-34,Walk like this.,goTaR ibThee iSeeveh,كٌوطر بذي أصيفَ.,
Hassaniya,M-18-35,Walk towards me.,goTaR zhaay i’la zheehtee,كٌوطر جاي أعل جيهتي.,
Hassaniya,M-18-36,You need an X-ray of your chest.,yaalit yo’adilak Raadjo il gaashooshak,يالتْ يوعدلك رادو ألكٌاشوشكْ.,
Hassaniya,M-19-01,Can I do anything to help you?,vem shee miHtaazh lo ingid in’aawnok veeh?,فم شي محتاجْ لو أنكٌد أنعاونكْ فيه؟,
Hassaniya,M-19-02,Come with me.,wahaay im’aayeh,وهاي أمعايَ.,
Hassaniya,M-19-03,I will try not to hurt you.,indoR inHaawil maa inwazha’lak,أندور أنحاول ما أنوجعلك.,
Hassaniya,M-19-04,I am going to lift you.,laahee niRivdak,لاهِ نرفدكْ.,
Hassaniya,M-19-05,I am going to put a needle in your arm to give you medication.,laahee indeeR lak dageh v iThRaa’ak veeha idweh,لاهِ أندير لك دكٌه ف أذراعك فيها ادوَ.,
Hassaniya,M-19-06,I am sorry I hurt you.,ismaHlee wazha’itlak,أسمحلي وجعتلكْ.,
Hassaniya,M-19-07,I must adjust the tube in your chest.,,,
Hassaniya,M-19-08,I must change your dressings.,yaaltee inbadilak ip paaSmeh,يالتي أنبد لك أباصمَه .,
Hassaniya,M-19-09,I must cut your hair.,yaaltee inHasnak,يالتي أنحسنك .,
Hassaniya,M-19-10,I must give you a shave.,yaaltee nigla’ lak,يالتي نكٌلع لك .,
Hassaniya,M-19-11,I must give you a suppository into your rectum.,yaaltee na’Teek kapSooleh itzhee veek v bel imnayn tahDham,يالتي نعطيك كبصوله أتجي فيك ف بل أمنين تهضمْ.,
Hassaniya,M-19-12,I must give you an injection with a needle.,yaaltee na’Teek dageh b ibReh,يالتي نعطيك أدكٌه ب أبرَ .,
Hassaniya,M-19-13,I must make your bed.,yaaltee in naaThiR lak mitkaak,يالتي أناظر لك متكاكْ .,
Hassaniya,M-19-14,I must wash your hair.,yaaltee naSgil lak RaaSak,يالتي نصكٌل لك راصكْ .,
Hassaniya,M-19-15,I will help you dress.,laahee in’aawnak tilbis ilbaasak,لاهِ أنعاونك تلبس ألباسكْ.,
Hassaniya,M-19-16,I will help you undress.,laahee in’aawnak tivsaKh ilbaasak,لاهِ أنعاونكْ تفسخ ألباسكْ.,
Hassaniya,M-19-17,Put the gown on.,ilbis id diRaa’a,ألبس أدراعَ.,
Hassaniya,M-19-18,Put your arms around my shoulders.,deeR eydeek i’la iktaavee,دير أيديكْ أعلَ أكتافي.,
Hassaniya,M-19-19,This medicine will take the pain away.,haaTha idweh idoR imashee il alam,هاذ أدوَ إدور إمشي الألمْ.,
Hassaniya,M-19-20,This will help you feel better.,haaTha idweh idoR yanva’ak,هاذ أدوَ إدور ينفعكْ.,
Hassaniya,M-19-21,Would you like more?,tibqee shee awKhaR?,تبقي شي أوخرْ؟,
Hassaniya,M-20-01,Everything will be done to make you feel better again.,laahee in’adloolak Thaak kaamil ilee igid yo’adal eeyaak tibRa,لاهِ أنعدلولك ذاك كامل اللي إكٌد يُعدل أياك تبرَ.,
Hassaniya,M-20-02,You are only slightly wounded.,veek ilaa zhiRoH ‘aadee,فيك ألا جرح عادي.,
Hassaniya,M-20-03,You will soon be up again.,idoR itgoom igRayib,أدور أتقٌوم أكٌريبْ.,
Hassaniya,M-20-04,"Your condition is serious, but you will get better.",Tha ilKhaalig lak imteen yaghayR idoR tit’aaveh,ذ ألخالكٌ لك أمتين يغير أدور تتعافَ.,
Hassaniya,M-20-05,You will get better if you let us take care of you.,idoR it’ood ashbeh elayn itKhaleeneh na’Rovoolak shee,أدور أتعود اشبه إلين أتخلينَ نعرفولك شي.,
Hassaniya,M-20-06,You are seriously hurt.,inta ma’Toob Hateh,أنت معطوب حتَ.,
Hassaniya,M-20-07,You are seriously ill.,inta maReeDh Hateh,أنت مريض حتَ.,
Hassaniya,M-20-08,It will probably take a long time for you to get better.,maHaqa ‘anak miHtaazh il yaasiR min il waqit eeyaak tibRa,محقَ عنك محتاج أل ياسر من الوقت اياك تبرَ.,
Hassaniya,M-20-09,The surgery was successful.,il ‘amaleeyeh nizhHit,العمليه نجحتْ.,
Hassaniya,M-20-10,We were able to help you.,gadayneh in’aawnook,كٌدّينَ أنعاونوكْ.,
Hassaniya,M-20-11,We had to remove this.,kaan ivRoTh a’leeneh nigil’o haaTha,كان فرظ أعلينَ نكٌلعو هاذَ.,
Hassaniya,M-20-12,"We tried, but we could not save this.",Haawilneh yaghayR maa gadayneh insalko Tha,حاولنَ يغير ما كٌدينَ أنسلكو ذّ.,
Hassaniya,M-20-13,You were hurt very badly.,kint ma’Toob Hateh,كنت معطوب حتَ.,
Hassaniya,M-20-15,You will need time to heal.,miHtaazh lil waqit eeyaak tabRa,محتاج للوقت أياك تبرَ.,
Hassaniya,M-20-16,We will arrange for your transport back to your country.,laahee nitbaaRko im’a izhRaa-at savaRak shoR doltak,لاهِ أنتباركو مع إجراءات سفرك شور دولتك.,
Hassaniya,M-20-17,We will send you to another place.,indoR inmashook shoR iblaaSeh iKhRah,أندور انمشوك شور أبلاصهَ أخرَ.,
Hassaniya,M-20-18,You need more care.,KhaaSak Had ya’Rav lak shee,خاصكْ حد يعرف لك شي.,
Hassaniya,M-20-19,You will return to your unit when you are better.,idoR taRzha’ il Sangtak elayn tabRa,أدور ترجع الصنكٌتكْ إلين تبرَ.,
Hassaniya,M-20-20,I will be back soon.,indoR naRzha’ bil ‘azhleh,أندور نرجع بلعجله.,
Hassaniya,M-20-21,I will check back later to see how you are doing.,indoR naRzha’ waqit oKhaR inshowv inta shimaasee,أندور نرجع وقت أوخر انشوف أنت شمُاسي.,
Hassaniya,M-20-22,Return tomorrow so we can be sure you get better.,iRzha’ iS SibiH eeyaak nit-akdo ‘anak ibRayt,أرجع أصبح أياك نتأكدو عنك أبريتْ.,
Hassaniya,M-20-23,Return in one week so we can be sure you get better.,iRzha’ ‘aagib isboo’ eeyaak nit-akdo ‘anak ibRayt,أرجع عاكٌب أسبوع أياك نتأكدو عنك أبريتْ.,
Hassaniya,M-21-01,Do you have any of the following problems?,‘indak shee min haaThee il mashaakil ilee laahee ingoolak?,عندكْ شي من هاذُ المشاكلْ أللي لاهِ أنكٌول لكْ؟,
Hassaniya,M-21-02,Abdominal pain,awzhee’ il kiRsh,أوجيع الكرشْ,
Hassaniya,M-21-03,Back pain,awzhee’ iTh-haR,أوجيع الظهر,
Hassaniya,M-21-04,Bleeding from anywhere,maashee minak dam min ay iblad,ماشي منك دم من أي بلد,
Hassaniya,M-21-05,Bloody sputum,titnaKham id dam,تتنخمْ ادمْ,
Hassaniya,M-21-06,Bloody stools,tig’id i’la id dam,تكٌعد أعلَ ادم,
Hassaniya,M-21-07,Chest pain,awzhee’ il gaashoosh,أوجيع الكٌاشوشْ,
Hassaniya,M-21-08,Chills,libRood,لبرودْ,
Hassaniya,M-21-09,Confusion inside your head,tiKhbaaz v RaaSak,تخباز ف راصكْ,
Hassaniya,M-21-10,Cough,il kaHa,ألكحَ,
Hassaniya,M-21-11,Cramps,awzhee’ il kiRsh,أوجيع الكرشْ,
Hassaniya,M-21-12,Dark urine,bol ‘aagid,بولْ عاكٌدْ,
Hassaniya,M-21-13,Diarrhea,izhawv,أجوْف,
Hassaniya,M-21-14,Ear pain,awzhee’ il wiThnayn,أوجيع لوذنْينْ,
Hassaniya,M-21-15,Fever,il Himeh,الحمه,
Hassaniya,M-21-16,Headache,awzhee’ iR RaaS,أوجيع اراصْ,
Hassaniya,M-21-17,Hemorrhoids,il bowaasiR,ألبواسِر,
Hassaniya,M-21-18,Infection,shee yi’dee,شي يعدي,
Hassaniya,M-21-19,Insect bite,‘aTh in naamoos,عظْ الناموسْ,
Hassaniya,M-21-20,Itching,il Hikeh,الحكه,
Hassaniya,M-21-21,Joint pain,awzhee’ limvaaSil,أوجيع المفاصل,
Hassaniya,M-21-22,Menstrual cramps,awzhee’ aSfaag,أوجيع أصفاقٌ,
Hassaniya,M-21-24,Muscle pains,awzhee’ li’Thaam,أوجيع لعظام,
Hassaniya,M-21-25,Nausea,shayn laKhlaag,شين لخلاقٌ,
Hassaniya,M-21-26,Rash,il Hab,الحَب,
Hassaniya,M-21-27,Throat pain,awzhee’ il Halig,أوجيع ألحلقٌ,
Hassaniya,M-21-28,Tooth pain,awzhee’ is sinayn,أوجيع أسنينْ,
Hassaniya,M-21-29,Yellow eyes,‘ayneen SoviR,عينين صفر,
Hassaniya,M-21-30,Vaginal bleeding,dam il HayDh,دم الحيضْ,
Hassaniya,M-21-31,Voices inside your head,aSwaat nagiR RaaSak,أصوات نكٌر راصكْ,
Hassaniya,M-21-32,Vomiting,igThaav,أقٌذافْ,
Hassaniya,M-22-01,I need to give you some medicine.,yaaltee ni’Teek shee min idweh,يالتي نعطيك شي من أدوَ .,
Hassaniya,M-22-02,This medicine is for pain.,haaTha idweh lil alam,هاذ ادوّ ل الألمْ.,
Hassaniya,M-22-03,This medicine will fight infection.,haaTha idweh yiqDhee i’la il ‘adweh,هاذ أدوَ يقضي أعلَ العدوَ.,
Hassaniya,M-22-04,Avoid alcohol while taking medicine.,‘is min ishRaab il koHool waqit igbeeTh idweh,عس من أشراب الكحولْ وقتْ أكٌبيظ أدوَ.,
Hassaniya,M-22-05,Take until finished.,gibTho elayn yivRagh,كٌبظُو إلين يفرغْ.,
Hassaniya,M-22-06,Take with food.,‘amlo im’a lowkeel,عملو مع لوكيل.,
Hassaniya,M-22-07,Take on an empty stomach (one hour before or two hours after a meal).,igbiTho i’la liKhweh (saa’a saabig iT’aam wala saa’tayn ‘aagbo),أكٌبظو أعل لخوَ (ساعه سابقٌ الطعام وللَ ساعتين عاكٌبو.),
Hassaniya,M-22-08,Drink plenty of fluids.,kathaR min ishRaab,كثر من أشراب.,
Hassaniya,M-22-09,Avoid taking at the same time as dairy products.,‘is min igbeeTho v navis il waqit im’a shee veeh il liben,عسْ من أكٌبيظو ف نفس الوقتْ مع شي فيه أللبنْ.,
Hassaniya,M-22-10,This medicine may change the color of urine or stool.,haaTha idweh igid yeghayaR lawn il bol wala lig’aad,هاذ أدوَ إيكٌد يغير لون البول وللَ لكٌعادْ.,
Hassaniya,M-22-11,Avoid sunlight.,‘is min ish shamis,عسْ من الشمس.,
Hassaniya,M-22-12,Shake well.,KhoTh Hateh,خظُ حتَ.,
Hassaniya,M-22-13,Refrigerate (do not freeze).,baRid (laa itgalaS),برّد (لا أتكٌلصْ.),
Hassaniya,M-22-14,May cause heat injury.,igid isabib HaRaaRa,إيكٌد إسبب حراره.,
Hassaniya,M-22-15,May cause drowsiness (avoid using dangerous machinery).,igid isabib in’aas (‘is min istiKhdaam il makaayin il KhaTeeRaat),إيكٌد إسبب أنعاسْ (عسْ من أستخدام المكاين الخطيرات.),
Hassaniya,M-22-16,Take by mouth.,igbaTh b vomak,أكٌبظُ ب فمكْ.,
Hassaniya,M-22-17,Place drops in affected ear.,gaTaR gaTRah v loThin ilee toozh’ak,كٌطر كٌطره ف لوذن اللي توجعكْ.,
Hassaniya,M-22-18,Inject subcutaneously.,dig taHt izh zhil,دكٌ تحتْ أجلْ.,
Hassaniya,M-22-19,Unwrap and insert one suppository rectally.,,,
Hassaniya,M-22-20,Spray in nose.,boKh v liKhnaaviR,بخ ف الخنافرْ.,
Hassaniya,M-22-21,Inhale by mouth.,itnafas ibvomak,أتنفس أبفُمكْ.,
Hassaniya,M-22-22,Insert vaginally.,deeReeha min bil il bol,ديريه من بل البولْ.,
Hassaniya,M-22-23,Place in affected eye.,deeReeha v il ‘ayn il toozha’,ديريه ف العين ألتوجع.,
Hassaniya,M-22-24,Apply to skin.,deeRo i’la izh zhil,ديرو أعلَ أجلْ.,
Hassaniya,M-22-25,Allow to dissolve under tongue without swallowing (sublingual).,Khaleeh iThoob taHit il saan o laa tiSiRTo,خليه إذوب تحت أللسان ولا تصرطو.,
Hassaniya,M-22-26,Tablet,Habeh,حَب,
Hassaniya,M-22-27,Capsule,kapSool,كبصولْ,
Hassaniya,M-22-28,Teaspoonful,maleet kido,مليت كدّو,
Hassaniya,M-22-29,Ounce,ithlaatheen mileeleetaR,أثلاثينْ ميلليتر,
Hassaniya,M-22-30,Puff,boKh,بخ,
Hassaniya,M-22-31,Spray,Rash,رش,
Hassaniya,M-22-32,Patch,laSag,لصقٌ,
Hassaniya,M-22-33,Drop,gaTaR,كٌطرْ,
Hassaniya,M-22-34,Suppository,min lowRah,من لوْرَ,
Hassaniya,M-22-35,Once daily,maRa waHdeh linhaaR,مرَ وحده للنهار,
